Date and Time (UTC),Gym Occupancy
2024-2-13 18:30,13
2024-2-13 19:0,17
2024-2-13 19:30,20
2024-2-13 20:0,22
2024-2-13 20:30,31
2024-2-13 21:0,40
2024-2-13 21:30,45
2024-2-13 22:0,44
2024-2-13 22:30,41
2024-2-13 23:0,40
2024-2-13 23:30,44
2024-2-14 0:0,34
2024-2-14 0:30,17
2024-2-14 1:0,14
2024-2-14 1:30,0
2024-2-14 11:0,0
2024-2-14 11:30,0
2024-2-14 12:0,0
2024-2-14 12:30,0
2024-2-14 13:0,2
2024-2-14 13:30,5
2024-2-14 14:0,12
2024-2-14 14:30,17
2024-2-14 15:0,21
2024-2-14 15:30,18
2024-2-14 16:0,20
2024-2-14 16:30,20
2024-2-14 17:0,27
2024-2-14 17:30,43
2024-2-14 18:0,50
2024-2-14 18:30,51
2024-2-14 19:0,43
2024-2-14 19:30,35
2024-2-14 20:0,25
2024-2-14 20:30,22
2024-2-14 21:0,27
2024-2-14 21:30,28
2024-2-14 22:0,26
2024-2-14 22:30,27
2024-2-14 23:0,29
2024-2-14 23:30,26
2024-2-15 0:0,33
2024-2-15 0:30,31
2024-2-15 1:0,30
2024-2-15 1:30,24
2024-2-15 11:0,0
2024-2-15 11:30,0
2024-2-15 12:0,0
2024-2-15 12:30,1
2024-2-15 13:0,6
2024-2-15 13:30,10
2024-2-15 14:0,14
2024-2-15 14:30,12
2024-2-15 15:0,10
2024-2-15 15:30,5
2024-2-15 16:0,7
2024-2-15 16:30,15
2024-2-15 17:0,18
2024-2-15 17:30,22
2024-2-15 18:0,24
2024-2-15 18:30,25
2024-2-15 19:0,21
2024-2-15 19:30,17
2024-2-15 20:0,24
2024-2-15 20:30,32
2024-2-15 21:0,38
2024-2-15 21:30,56
2024-2-15 22:0,58
2024-2-15 22:30,59
2024-2-15 23:0,59
2024-2-15 23:30,57
2024-2-16 0:0,52
2024-2-16 0:30,38
2024-2-16 1:0,37
2024-2-16 1:30,26
2024-2-16 11:0,0
2024-2-16 11:30,0
2024-2-16 12:0,0
2024-2-16 12:30,8
2024-2-16 13:0,11
2024-2-16 13:30,15
2024-2-16 14:0,16
2024-2-16 14:30,13
2024-2-16 15:0,12
2024-2-16 15:30,24
2024-2-16 16:0,27
2024-2-16 16:30,31
2024-2-16 17:0,28
2024-2-16 17:30,26
2024-2-16 18:0,24
2024-2-16 18:30,27
2024-2-16 19:0,26
2024-2-16 19:30,19
2024-2-16 20:0,29
2024-2-16 20:30,32
2024-2-16 21:0,40
2024-2-16 21:30,46
2024-2-16 22:0,59
2024-2-16 22:30,60
2024-2-16 23:0,60
2024-2-16 23:30,58
2024-2-17 0:0,56
2024-2-17 0:30,56
2024-2-17 1:0,49
2024-2-17 1:30,46
2024-2-17 11:0,0
2024-2-17 11:30,0
2024-2-17 12:0,0
2024-2-17 12:30,11
2024-2-17 13:0,13
2024-2-17 13:30,24
2024-2-17 14:0,36
2024-2-17 14:30,43
2024-2-17 15:0,38
2024-2-17 15:30,37
2024-2-17 16:0,29
2024-2-17 16:30,24
2024-2-17 17:0,35
2024-2-17 17:30,33
2024-2-17 18:0,30
2024-2-17 18:30,37
2024-2-17 19:0,32
2024-2-17 19:30,26
2024-2-17 20:0,32
2024-2-17 20:30,29
2024-2-17 21:0,34
2024-2-17 21:30,38
2024-2-17 22:0,26
2024-2-17 22:30,23
2024-2-17 23:0,13
2024-2-17 23:30,0
2024-2-18 0:0,0
2024-2-18 0:30,0
2024-2-18 1:0,0
2024-2-18 1:30,0
2024-2-18 11:0,0
2024-2-18 11:30,0
2024-2-18 12:0,0
2024-2-18 12:30,3
2024-2-18 13:0,6
2024-2-18 13:30,9
2024-2-18 14:0,8
2024-2-18 14:30,14
2024-2-18 15:0,18
2024-2-18 15:30,24
2024-2-18 16:0,24
2024-2-18 16:30,23
2024-2-18 17:0,24
2024-2-18 17:30,23
2024-2-18 18:0,26
2024-2-18 18:30,29
2024-2-18 19:0,29
2024-2-18 19:30,23
2024-2-18 20:0,19
2024-2-18 20:30,29
2024-2-18 21:0,23
2024-2-18 21:30,28
2024-2-18 22:0,25
2024-2-18 22:30,13
2024-2-18 23:0,14
2024-2-18 23:30,10
2024-2-19 0:0,10
2024-2-19 0:30,11
2024-2-19 1:0,4
2024-2-19 1:30,0
2024-2-19 11:0,0
2024-2-19 11:30,0
2024-2-19 12:0,0
2024-2-19 12:30,1
2024-2-19 13:0,9
2024-2-19 13:30,17
2024-2-19 14:0,20
2024-2-19 14:30,27
2024-2-19 15:0,29
2024-2-19 15:30,28
2024-2-19 16:0,32
2024-2-19 16:30,31
2024-2-19 17:0,9
2024-2-19 17:30,16
2024-2-19 18:0,20
2024-2-19 18:30,25
2024-2-19 19:0,40
2024-2-19 19:30,34
2024-2-19 20:0,31
2024-2-19 20:30,28
2024-2-19 21:0,17
2024-2-19 21:30,18
2024-2-19 22:0,18
2024-2-19 22:30,14
2024-2-19 23:0,14
2024-2-19 23:30,18
2024-2-20 0:0,22
2024-2-20 0:30,21
2024-2-20 1:0,20
2024-2-20 1:30,12
2024-2-20 18:0,2
2024-2-20 18:30,4
2024-2-20 19:0,6
2024-2-20 19:30,13
2024-2-20 20:0,23
2024-2-20 20:30,26
2024-2-20 21:0,28
2024-2-20 21:30,28
2024-2-20 22:0,25
2024-2-20 22:30,27
2024-2-20 23:0,28
2024-2-20 23:30,32
2024-2-21 0:0,25
2024-2-21 0:30,27
2024-2-21 1:0,22
2024-2-21 1:30,14
2024-2-21 11:0,0
2024-2-21 11:30,0
2024-2-21 12:0,0
2024-2-21 12:30,4
2024-2-21 13:0,7
2024-2-21 13:30,10
2024-2-21 14:0,7
2024-2-21 14:30,7
2024-2-21 15:0,10
2024-2-21 15:30,14
2024-2-21 16:0,19
2024-2-21 16:30,18
2024-2-21 17:0,22
2024-2-21 17:30,24
2024-2-21 18:0,21
2024-2-21 18:30,15
2024-2-21 19:0,14
2024-2-21 19:30,15
2024-2-21 20:0,21
2024-2-21 20:30,28
2024-2-21 21:0,34
2024-2-21 21:30,36
2024-2-21 22:0,35
2024-2-21 22:30,33
2024-2-21 23:0,26
2024-2-21 23:30,26
2024-2-22 0:0,21
2024-2-22 0:30,16
2024-2-22 1:0,22
2024-2-22 1:30,23
2024-2-22 11:0,0
2024-2-22 11:30,0
2024-2-22 12:0,0
2024-2-22 12:30,6
2024-2-22 13:0,6
2024-2-22 13:30,9
2024-2-22 14:0,10
2024-2-22 14:30,9
2024-2-22 15:0,8
2024-2-22 15:30,9
2024-2-22 16:0,9
2024-2-22 16:30,8
2024-2-22 17:0,11
2024-2-22 17:30,19
2024-2-22 18:0,22
2024-2-22 18:30,21
2024-2-22 19:0,22
2024-2-22 19:30,19
2024-2-22 20:0,19
2024-2-22 20:30,19
2024-2-22 21:0,18
2024-2-22 21:30,26
2024-2-22 22:0,32
2024-2-22 22:30,35
2024-2-22 23:0,33
2024-2-22 23:30,25
2024-2-23 0:0,26
2024-2-23 0:30,27
2024-2-23 1:0,29
2024-2-23 1:30,25
2024-2-23 11:0,0
2024-2-23 11:30,0
2024-2-23 12:0,0
2024-2-23 12:30,0
2024-2-23 13:0,5
2024-2-23 13:30,8
2024-2-23 14:0,9
2024-2-23 14:30,12
2024-2-23 15:0,12
2024-2-23 15:30,16
2024-2-23 16:0,22
2024-2-23 16:30,16
2024-2-23 17:0,22
2024-2-23 17:30,19
2024-2-23 18:0,18
2024-2-23 18:30,21
2024-2-23 19:0,20
2024-2-23 19:30,19
2024-2-23 20:0,19
2024-2-23 20:30,27
2024-2-23 21:0,26
2024-2-23 21:30,29
2024-2-23 22:0,26
2024-2-23 22:30,27
2024-2-23 23:0,34
2024-2-23 23:30,36
2024-2-24 0:0,36
2024-2-24 0:30,31
2024-2-24 1:0,23
2024-2-24 1:30,19
2024-2-24 11:0,0
2024-2-24 11:30,0
2024-2-24 12:0,0
2024-2-24 12:30,4
2024-2-24 13:0,3
2024-2-24 13:30,13
2024-2-24 14:0,20
2024-2-24 14:30,18
2024-2-24 15:0,27
2024-2-24 15:30,29
2024-2-24 16:0,22
2024-2-24 16:30,28
2024-2-24 17:0,31
2024-2-24 17:30,26
2024-2-24 18:0,25
2024-2-24 18:30,24
2024-2-24 19:0,18
2024-2-24 19:30,16
2024-2-24 20:0,20
2024-2-24 20:30,24
2024-2-24 21:0,21
2024-2-24 21:30,18
2024-2-24 22:0,12
2024-2-24 22:30,8
2024-2-24 23:0,10
2024-2-24 23:30,12
2024-2-25 0:0,12
2024-2-25 0:30,12
2024-2-25 1:0,1
2024-2-25 1:30,1
2024-2-25 11:0,0
2024-2-25 11:30,0
2024-2-25 12:0,0
2024-2-25 12:30,4
2024-2-25 13:0,10
2024-2-25 13:30,15
2024-2-25 14:0,18
2024-2-25 14:30,35
2024-2-25 15:0,37
2024-2-25 15:30,37
2024-2-25 16:0,43
2024-2-25 16:30,32
2024-2-25 17:0,29
2024-2-25 17:30,42
2024-2-25 18:0,38
2024-2-25 18:30,30
2024-2-25 19:0,34
2024-2-25 19:30,23
2024-2-25 20:0,21
2024-2-25 20:30,24
2024-2-25 21:0,23
2024-2-25 21:30,25
2024-2-25 22:0,23
2024-2-25 22:30,25
2024-2-25 23:0,28
2024-2-25 23:30,28
2024-2-26 0:0,26
2024-2-26 0:30,20
2024-2-26 1:0,12
2024-2-26 1:30,5
2024-2-26 11:0,0
2024-2-26 11:30,0
2024-2-26 12:0,0
2024-2-26 12:30,5
2024-2-26 13:0,12
2024-2-26 13:30,16
2024-2-26 14:0,16
2024-2-26 14:30,13
2024-2-26 15:0,14
2024-2-26 15:30,10
2024-2-26 16:0,7
2024-2-26 16:30,10
2024-2-26 17:0,13
2024-2-26 17:30,14
2024-2-26 18:0,16
2024-2-26 18:30,16
2024-2-26 19:0,22
2024-2-26 19:30,25
2024-2-26 20:0,22
2024-2-26 20:30,22
2024-2-26 21:0,32
2024-2-26 21:30,33
2024-2-26 22:0,41
2024-2-26 22:30,35
2024-2-26 23:0,34
2024-2-26 23:30,42
2024-2-27 0:0,46
2024-2-27 0:30,40
2024-2-27 1:0,30
2024-2-27 1:30,19
2024-2-27 18:0,3
2024-2-27 18:30,4
2024-2-27 19:0,10
2024-2-27 19:30,17
2024-2-27 20:0,22
2024-2-27 20:30,31
2024-2-27 21:0,33
2024-2-27 21:30,30
2024-2-27 22:0,47
2024-2-27 22:30,54
2024-2-27 23:0,53
2024-2-27 23:30,56
2024-2-28 0:0,45
2024-2-28 0:30,36
2024-2-28 1:0,36
2024-2-28 1:30,18
2024-2-28 11:0,0
2024-2-28 11:30,0
2024-2-28 12:0,0
2024-2-28 12:30,8
2024-2-28 13:0,10
2024-2-28 13:30,10
2024-2-28 14:0,8
2024-2-28 14:30,12
2024-2-28 15:0,17
2024-2-28 15:30,16
2024-2-28 16:0,14
2024-2-28 16:30,15
2024-2-28 17:0,9
2024-2-28 17:30,20
2024-2-28 18:0,17
2024-2-28 18:30,19
2024-2-28 19:0,25
2024-2-28 19:30,21
2024-2-28 20:0,29
2024-2-28 20:30,23
2024-2-28 21:0,20
2024-2-28 21:30,39
2024-2-28 22:0,46
2024-2-28 22:30,51
2024-2-28 23:0,58
2024-2-28 23:30,49
2024-2-29 0:0,39
2024-2-29 0:30,38
2024-2-29 1:0,25
2024-2-29 1:30,18
2024-2-29 11:0,0
2024-2-29 11:30,0
2024-2-29 12:0,0
2024-2-29 12:30,6
2024-2-29 13:0,7
2024-2-29 13:30,8
2024-2-29 14:0,11
2024-2-29 14:30,9
2024-2-29 15:0,7
2024-2-29 15:30,10
2024-2-29 16:0,10
2024-2-29 16:30,9
2024-2-29 17:0,5
2024-2-29 17:30,10
2024-2-29 18:0,11
2024-2-29 18:30,17
2024-2-29 19:0,18
2024-2-29 19:30,18
2024-2-29 20:0,22
2024-2-29 20:30,21
2024-2-29 21:0,28
2024-2-29 21:30,27
2024-2-29 22:0,36
2024-2-29 22:30,38
2024-2-29 23:0,31
2024-2-29 23:30,30
2024-3-1 0:0,33
2024-3-1 0:30,44
2024-3-1 1:0,45
2024-3-1 1:30,37
2024-3-1 11:0,0
2024-3-1 11:30,0
2024-3-1 12:0,0
2024-3-1 12:30,9
2024-3-1 13:0,15
2024-3-1 13:30,22
2024-3-1 14:0,24
2024-3-1 14:30,16
2024-3-1 15:0,12
2024-3-1 15:30,11
2024-3-1 16:0,13
2024-3-1 16:30,17
2024-3-1 17:0,18
2024-3-1 17:30,25
2024-3-1 18:0,26
2024-3-1 18:30,25
2024-3-1 19:0,24
2024-3-1 19:30,23
2024-3-1 20:0,24
2024-3-1 20:30,34
2024-3-1 21:0,35
2024-3-1 21:30,36
2024-3-1 22:0,31
2024-3-1 22:30,32
2024-3-1 23:0,38
2024-3-1 23:30,48
2024-3-2 0:0,51
2024-3-2 0:30,44
2024-3-2 1:0,31
2024-3-2 1:30,17
2024-3-2 11:0,0
2024-3-2 11:30,0
2024-3-2 12:0,0
2024-3-2 12:30,10
2024-3-2 13:0,12
2024-3-2 13:30,18
2024-3-2 14:0,25
2024-3-2 14:30,19
2024-3-2 15:0,23
2024-3-2 15:30,25
2024-3-2 16:0,28
